colnum_0,colnum_1,colnum_2,colnum_3,colnum_4,colnum_5,colnum_6,colnum_7,colnum_8,colnum_9,colnum_10,y,colcat_1
-1.1375134687718709,-2.229278916184362,-2.5886493520243463,-3.342090144718142,1.0251660553427009,-2.3500322266578957,1.7675481419869867,3.72730114715526,2.187727134358054,-0.30144510969698646,1.4871803980393157,0.0,0.0
2.426458334811545,-0.04636109754029216,-3.230456874669831,0.510636735299903,-0.13352659781261011,-3.8253744947545623,0.28941384618549504,1.2455319144303085,0.6468583699450225,-3.2266434776741315,0.7838275842237179,0.0,0.0
2.4529047088697373,-0.32647897725402386,-0.9240872699379413,0.49629708362604963,-1.6389774306690699,1.1223853281827059,-0.18834928899582004,-0.14373258001979994,0.8555936743864547,-1.8712482630178453,-0.6741048146470682,0.0,0.0
1.1101406460406067,-0.5286039032013925,-0.8937368408239285,-0.7090147821577869,0.554206300935076,-0.8213569834731866,1.0073016028300275,1.0900828051716074,1.0491965567649253,-1.9049541039542088,0.5025455526696775,0.0,0.0
0.8322618429555253,0.9496059395476291,-1.07337000093254,-1.3287708107295573,-2.8846473745056027,-1.108263111516386,1.501145837768168,-0.9789057987881751,-0.2828452150139946,-0.4786212327827397,-3.1956524864098577,0.0,0.0
-1.324061104195184,-3.0113767817503065,-3.6269279420353544,-0.4321694131848529,1.3186284206259775,-2.523802331504304,-2.9424717996777097,1.3086311830413735,1.7908446692304882,1.9433311162616715,2.3006914444238706,0.0,0.0
-1.837118712288937,-0.43526208147589873,1.3654758695321336,0.4024602244161384,-2.5958178662455564,3.6991202295275665,1.5026128052961458,0.5280385950050263,-3.1313485092101683,2.5432533583111354,0.03599848087383661,0.0,0.0
-0.9541033566356523,0.5322891052366492,-2.413051458870874,-1.8985227183798412,-0.8356225164509963,-3.6086069579139295,-1.6409398319986739,-0.3113418669600849,1.240879243105598,1.993518515330594,-2.0263375054681156,0.0,0.0
-0.012224425786984572,-1.6101003732117953,0.628220399707666,0.44864099325209006,-1.1734034037434542,1.7427867795649705,1.6807270368512393,-2.8994790161212425,1.8645949686965464,-4.317958126317009,-1.0262283092748743,0.0,0.0
-0.5141199382021384,-1.8069463220535666,1.639148410674022,-0.2455928956775536,0.021884545390886023,1.5824551298818348,1.687499205669897,3.144910009863797,1.4513462858318231,1.8415960624337346,1.7293583782103845,0.0,0.0
0.13946967467325877,-2.005849687336435,-2.6716768687374555,-3.703470131661247,-3.128629394592994,0.21017006161412177,0.8170817522561331,2.813357527585407,2.51402226435123,2.046067690594383,-1.7328758727659113,0.0,0.0
2.983318183838001,-1.8020881937037125,-5.178634605862487,-2.6829038901238578,0.8455066630896505,-2.182513942845248,-0.25611721640012375,3.307160374251273,1.4017492739509883,-1.8738796274668539,1.1694183589325708,0.0,0.0
1.012626607022169,-1.63662196100909,-2.447559365738728,-2.6556231012530356,0.06728432500954651,0.3762213612101979,0.9837366512691792,0.2173808631799926,-0.07926196203141034,-0.7234513185561455,-0.7036897144288787,0.0,0.0
-0.5357744464349155,0.22020424624711743,-1.1955963278618384,-1.4019065214018749,0.9985986691649386,-2.5085254746536587,-0.5282122580832089,0.21824542727045326,1.8692634560423333,-0.8525129776424372,-0.29565643883707965,0.0,0.0
1.1682508892670231,0.0014850562225978692,-3.5115760309561024,-4.188673145812288,-4.508321336209335,-0.2800242602594907,1.1188694549427596,2.049706305369085,0.40213252480272965,1.6243633956002035,-3.62226102673738,0.0,0.0
1.364365606588199,-0.6573658825720874,-0.43435688064740086,-0.8045262923122414,-0.5853203385584151,-0.4228188731593423,0.7994812956403086,1.3047470545507613,1.0175710121844668,0.8340023419956832,-0.47403459859687,0.0,0.0
-0.8520519651314054,-1.9994032800345884,3.4696477012010534,-0.5932069885614999,-2.3089600078514776,5.79598377926232,2.020679773746078,1.664358806814462,0.19802740531177043,4.4341792330729355,-0.3911401505780296,0.0,0.0
-2.785580688490036,-2.309446984156501,1.8051382378615617,-3.1646024750085755,1.331024590480129,-0.05117615829168698,4.12670908905108,4.843265319386995,0.9770951781678497,4.14779901171377,1.7271469831871513,0.0,0.0
1.2507867021513939,0.5636042380440394,-0.02840822684442135,-1.617902646404413,-0.8903412036490106,0.6305440657865669,1.4187052881155147,0.9389254075824853,1.1315318753876311,-1.6127883840066248,-1.2158251209972597,0.0,0.0
1.1030950365014187,-1.7704185296470398,1.4956317972107815,0.48959525889841315,4.076623564397961,-1.2654472123774685,0.9108082442147952,-1.9041654133921537,1.8934412223605257,-1.3385991327117468,0.8882953473821597,0.0,0.0
0.9053155471366737,0.6011040664372647,-1.962040253571624,-3.174490469675118,1.2286455872497528,-2.1335592574749316,2.4338363415615136,2.4924893636684526,1.5161835184300267,-4.462928097935153,0.22391016221282836,0.0,0.0
-0.2492057194273214,-1.7800088408686014,-2.6058425885411904,-1.3068347033225491,-1.171051864531276,0.5258894765402807,0.36012456204769383,0.7620228105060349,-0.6617087380267064,-0.1084208588312463,0.2553425669864835,0.0,0.0
1.6678321095241566,0.24691054049895245,2.1743233472784893,-0.35984063901048,-2.6704234908863658,2.357036690178764,1.6462307360549273,-0.5625024622439383,0.5074181469876724,1.8620794103931786,-2.8951040694734607,0.0,0.0
1.5208470812812946,-0.07321408059942724,-1.9380945900964026,1.8069744245844652,0.735865749413547,-2.889287899494816,-2.2916652565065245,-0.6396382997478218,-0.5068483105779935,0.805020162477468,0.6548689446854338,0.0,0.0
1.330253525532394,-1.2534466994879367,-0.8837640396206782,1.3973250282838148,-1.5564278050384548,-0.4689049789880425,-0.96056931102773,-1.6151655358424262,1.4292383046942123,-0.2730473539263436,-0.8723806662663253,0.0,0.0
-0.12818484669405605,1.353282881821011,-0.9849518345972661,-0.5757768397452743,-0.17189405194902596,-2.4820813591998263,-0.06216172467744774,0.7208596491938182,0.39699387435018585,-0.7829751353400053,-0.41604298738656664,0.0,0.0
-0.022890992841062552,1.9225355687934278,0.9302470754785733,0.88238607235571,-1.2719659167218462,-1.9545799737958236,1.8069418527835648,-0.005371294517260816,1.221639310052256,-3.6710051687373864,-0.6822401111609807,0.0,0.0
2.8794112235251816,-1.7492946851467108,-1.6483031902558516,-2.4367685270920085,-0.20874729657612734,0.9196409176318152,1.8230934289829024,0.09416424398052614,1.1024070124826617,-1.6822302757462162,-1.3660305451306793,0.0,0.0
-0.7411475573688397,-1.7653915706641374,2.3559797032476855,-0.8243394270468121,3.736672839918065,-0.5101706432495128,2.664072351151261,-1.1559388147723317,1.8220209975959931,-1.4450295843166499,0.7844289920826913,0.0,0.0
2.5107002615367247,-1.0581427392031317,2.1949569236383013,1.6134421595655968,-0.826044272196511,1.5781373473053044,3.2450509638803027,0.6519549318323443,0.7297879642577074,-1.7468731426656907,0.38479211046635503,0.0,0.0
